data,category,region,uf,volume
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,58.045
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,121.44
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,0.62
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,8.804
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,3927.364
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,647.027
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,90.887
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,0.615
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,581.081
12/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,121.073
12/2016,Isolante Tipo A,SUDESTE,RJ,929.0
12/2016,Isolante Tipo A,SUDESTE,RJ,65.381
12/2016,Isolante Tipo A,SUDESTE,SP,97.984
12/2016,Isolante Tipo A,SUDESTE,SP,36.808
12/2016,Isolante Tipo B,SUDESTE,SP,0.16
12/2016,Isolante Tipo B,SUDESTE,SP,68.991
12/2016,Isolante Tipo B,SUDESTE,SP,0.014
12/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,2368.108
12/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,290.895
12/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,167.072
12/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,103.54
12/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1110.262
12/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,158.047
12/2016,Ciclo Otto,NORTE,AM,58.784
12/2016,Ciclo Otto,NORDESTE,BA,506.99
12/2016,Ciclo Otto,SUDESTE,MG,4285.165
12/2016,Ciclo Otto,SUDESTE,MG,6.715
12/2016,Ciclo Otto,CENTRO OESTE,MS,102.741
12/2016,Ciclo Otto,SUL,PR,478.035
12/2016,Ciclo Otto,SUDESTE,RJ,32438.977
12/2016,Ciclo Otto,SUDESTE,RJ,7712.554
12/2016,Ciclo Otto,SUL,RS,3.336
12/2016,Ciclo Otto,SUDESTE,SP,0.264
12/2016,Ciclo Otto,SUDESTE,SP,4006.573
12/2016,Ciclo Otto,SUDESTE,SP,96.979
12/2016,Ciclo Diesel,NORTE,AM,54.464
12/2016,Ciclo Diesel,NORDESTE,BA,191.114
12/2016,Ciclo Diesel,SUDESTE,MG,2370.233
12/2016,Ciclo Diesel,SUDESTE,MG,14.328
12/2016,Ciclo Diesel,CENTRO OESTE,MS,27.66
12/2016,Ciclo Diesel,CENTRO OESTE,MT,2.96
12/2016,Ciclo Diesel,SUL,PR,193.333
12/2016,Ciclo Diesel,SUDESTE,RJ,25697.984
12/2016,Ciclo Diesel,SUDESTE,RJ,3998.984
12/2016,Ciclo Diesel,SUL,RS,5.248
12/2016,Ciclo Diesel,SUDESTE,SP,3.276
12/2016,Ciclo Diesel,SUDESTE,SP,1547.291
12/2016,Ciclo Diesel,SUDESTE,SP,157.22
12/2016,Motores 2 tempos,NORDESTE,BA,0.488
12/2016,Motores 2 tempos,SUDESTE,MG,7.404
12/2016,Motores 2 tempos,SUL,PR,11.475
12/2016,Motores 2 tempos,SUDESTE,RJ,836.34
12/2016,Motores 2 tempos,SUDESTE,RJ,84.848
12/2016,Motores 2 tempos,SUDESTE,SP,55.176
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,19.02
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,144.924
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,2651.302
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,20.325
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,234.704
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,10.6
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,19105.069
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,5266.21
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,33.945
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,0.395
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,1873.992
12/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,285.478
12/2016,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,12.799
12/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,1395.984
12/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,78.775
12/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,10.092
12/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,5.908
12/2016,Outros Óleos Lubrificantes Acabados,SUL,PR,116.2
12/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,5362.149
12/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,639.913
12/2016,Outros Óleos Lubrificantes Acabados,SUL,RS,230.688
12/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,346.365
12/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,10460.959
12/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,5279.48
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,61.402
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,120.207
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,8.52
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,2.78
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,3.123
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,3154.328
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,516.974
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,77.056
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,777.191
11/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,241.647
11/2016,Isolante Tipo A,SUDESTE,RJ,1042.0
11/2016,Isolante Tipo A,SUDESTE,RJ,200.079
11/2016,Isolante Tipo A,SUDESTE,SP,0.22
11/2016,Isolante Tipo A,SUDESTE,SP,146.66
11/2016,Isolante Tipo A,SUDESTE,SP,4.283
11/2016,Isolante Tipo B,SUDESTE,SP,178.301
11/2016,Isolante Tipo B,SUDESTE,SP,0.158
11/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,3259.96
11/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,694.121
11/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,84.364
11/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,47.248
11/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,908.123
11/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,118.232
11/2016,Ciclo Otto,NORTE,AM,39.664
11/2016,Ciclo Otto,NORDESTE,BA,262.367
11/2016,Ciclo Otto,SUDESTE,MG,3752.4
11/2016,Ciclo Otto,SUDESTE,MG,26.624
11/2016,Ciclo Otto,CENTRO OESTE,MS,58.71
11/2016,Ciclo Otto,CENTRO OESTE,MT,11.64
11/2016,Ciclo Otto,SUL,PR,457.446
11/2016,Ciclo Otto,SUDESTE,RJ,30222.013
11/2016,Ciclo Otto,SUDESTE,RJ,7663.116
11/2016,Ciclo Otto,SUL,RS,6.334
11/2016,Ciclo Otto,SUDESTE,SP,3.465
11/2016,Ciclo Otto,SUDESTE,SP,4051.019
11/2016,Ciclo Otto,SUDESTE,SP,251.184
11/2016,Ciclo Diesel,NORTE,AM,71.016
11/2016,Ciclo Diesel,NORDESTE,BA,104.555
11/2016,Ciclo Diesel,SUDESTE,MG,2105.973
11/2016,Ciclo Diesel,SUDESTE,MG,17.008
11/2016,Ciclo Diesel,CENTRO OESTE,MS,35.467
11/2016,Ciclo Diesel,CENTRO OESTE,MT,4.06
11/2016,Ciclo Diesel,SUL,PR,142.204
11/2016,Ciclo Diesel,SUDESTE,RJ,24546.363
11/2016,Ciclo Diesel,SUDESTE,RJ,3903.234
11/2016,Ciclo Diesel,SUDESTE,SP,0.736
11/2016,Ciclo Diesel,SUDESTE,SP,2028.461
11/2016,Ciclo Diesel,SUDESTE,SP,582.787
11/2016,Motores 2 tempos,NORTE,AM,8.76
11/2016,Motores 2 tempos,NORDESTE,BA,0.783
11/2016,Motores 2 tempos,SUDESTE,MG,0.024
11/2016,Motores 2 tempos,CENTRO OESTE,MS,0.02
11/2016,Motores 2 tempos,SUL,PR,0.497
11/2016,Motores 2 tempos,SUDESTE,RJ,760.917
11/2016,Motores 2 tempos,SUDESTE,RJ,61.744
11/2016,Motores 2 tempos,SUDESTE,SP,152.174
11/2016,Motores 2 tempos,SUDESTE,SP,0.72
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,73.62
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,148.571
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,2901.974
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,27.554
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,412.608
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,19782.378
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,3335.393
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,34.284
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2.694
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2482.703
11/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,560.956
11/2016,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,25.28
11/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,1349.59
11/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,36.96
11/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,14.88
11/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,18.724
11/2016,Outros Óleos Lubrificantes Acabados,SUL,PR,232.831
11/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,4894.167
11/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,799.113
11/2016,Outros Óleos Lubrificantes Acabados,SUL,RS,203.945
11/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,350.096
11/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,47691.973
11/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,45165.279
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,51.326
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,89.798
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,0.02
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,2.84
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MT,3.26
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,6.295
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,2941.84
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,476.619
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,106.195
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,2.46
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,1058.264
10/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,255.969
10/2016,Isolante Tipo A,SUDESTE,MG,0.2
10/2016,Isolante Tipo A,SUDESTE,RJ,520.4
10/2016,Isolante Tipo A,SUDESTE,RJ,89.515
10/2016,Isolante Tipo A,SUDESTE,SP,1.245
10/2016,Isolante Tipo A,SUDESTE,SP,124.477
10/2016,Isolante Tipo A,SUDESTE,SP,3.807
10/2016,Isolante Tipo B,SUDESTE,SP,1.66
10/2016,Isolante Tipo B,SUDESTE,SP,69.749
10/2016,Isolante Tipo B,SUDESTE,SP,0.016
10/2016,Óleos Lubrificantes Marítimos,CENTRO OESTE,MS,1.5
10/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,2506.37
10/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,396.444
10/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,96.508
10/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,48.848
10/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1062.051
10/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,83.447
10/2016,Ciclo Otto,NORTE,AM,26.856
10/2016,Ciclo Otto,NORDESTE,BA,219.302
10/2016,Ciclo Otto,SUDESTE,MG,3976.012
10/2016,Ciclo Otto,SUDESTE,MG,3.408
10/2016,Ciclo Otto,CENTRO OESTE,MS,43.811
10/2016,Ciclo Otto,CENTRO OESTE,MT,1.176
10/2016,Ciclo Otto,SUL,PR,466.809
10/2016,Ciclo Otto,SUDESTE,RJ,29748.422
10/2016,Ciclo Otto,SUDESTE,RJ,7216.063
10/2016,Ciclo Otto,SUL,RS,1.14
10/2016,Ciclo Otto,SUDESTE,SP,8.14
10/2016,Ciclo Otto,SUDESTE,SP,4312.59
10/2016,Ciclo Otto,SUDESTE,SP,184.388
10/2016,Ciclo Diesel,NORTE,AM,9.78
10/2016,Ciclo Diesel,NORDESTE,BA,85.532
10/2016,Ciclo Diesel,SUDESTE,MG,2094.893
10/2016,Ciclo Diesel,SUDESTE,MG,2.64
10/2016,Ciclo Diesel,CENTRO OESTE,MS,32.781
10/2016,Ciclo Diesel,CENTRO OESTE,MT,10.14
10/2016,Ciclo Diesel,SUL,PR,174.671
10/2016,Ciclo Diesel,SUDESTE,RJ,24383.321
10/2016,Ciclo Diesel,SUDESTE,RJ,3479.3
10/2016,Ciclo Diesel,SUL,RS,1.736
10/2016,Ciclo Diesel,SUDESTE,SP,1.152
10/2016,Ciclo Diesel,SUDESTE,SP,2001.339
10/2016,Ciclo Diesel,SUDESTE,SP,414.457
10/2016,Motores 2 tempos,NORTE,AM,1.944
10/2016,Motores 2 tempos,NORDESTE,BA,0.605
10/2016,Motores 2 tempos,SUDESTE,MG,42.96
10/2016,Motores 2 tempos,SUL,PR,5.91
10/2016,Motores 2 tempos,SUDESTE,RJ,600.871
10/2016,Motores 2 tempos,SUDESTE,RJ,13.156
10/2016,Motores 2 tempos,SUL,RS,2.19
10/2016,Motores 2 tempos,SUDESTE,SP,83.379
10/2016,Motores 2 tempos,SUDESTE,SP,1.488
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,19.02
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,133.983
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,3356.421
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,49.902
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,470.496
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,39.592
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,22029.053
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,5059.949
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,46.579
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2.055
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2991.887
10/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,710.548
10/2016,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,8.344
10/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,1411.295
10/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,44.167
10/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,9.98
10/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,13.204
10/2016,Outros Óleos Lubrificantes Acabados,SUL,PR,230.487
10/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,5869.778
10/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,672.393
10/2016,Outros Óleos Lubrificantes Acabados,SUL,RS,14.509
10/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,250.191
10/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,48701.627
10/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,42709.905
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,49.425
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,112.698
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,0.48
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,2.0
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,5.663
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,3611.566
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,812.647
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,139.906
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,3.485
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,887.796
09/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,152.101
09/2016,Isolante Tipo A,SUDESTE,RJ,1271.0
09/2016,Isolante Tipo A,SUDESTE,RJ,261.536
09/2016,Isolante Tipo A,SUDESTE,SP,5.425
09/2016,Isolante Tipo A,SUDESTE,SP,14.154
09/2016,Isolante Tipo B,SUDESTE,SP,48.962
09/2016,Isolante Tipo B,SUDESTE,SP,0.016
09/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,2553.033
09/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,684.186
09/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,79.788
09/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,33.376
09/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1511.081
09/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,162.633
09/2016,Ciclo Otto,NORTE,AM,63.072
09/2016,Ciclo Otto,NORDESTE,BA,281.87
09/2016,Ciclo Otto,SUDESTE,MG,4017.01
09/2016,Ciclo Otto,SUDESTE,MG,13.896
09/2016,Ciclo Otto,CENTRO OESTE,MS,55.015
09/2016,Ciclo Otto,CENTRO OESTE,MT,7.944
09/2016,Ciclo Otto,NORTE,PA,0.2
09/2016,Ciclo Otto,NORTE,PA,0.2
09/2016,Ciclo Otto,SUL,PR,582.0
09/2016,Ciclo Otto,SUDESTE,RJ,31420.354
09/2016,Ciclo Otto,SUDESTE,RJ,7519.096
09/2016,Ciclo Otto,SUL,RS,4.484
09/2016,Ciclo Otto,SUDESTE,SP,3.136
09/2016,Ciclo Otto,SUDESTE,SP,4430.344
09/2016,Ciclo Otto,SUDESTE,SP,133.488
09/2016,Ciclo Diesel,NORTE,AM,80.952
09/2016,Ciclo Diesel,NORDESTE,BA,106.711
09/2016,Ciclo Diesel,SUDESTE,MG,2584.352
09/2016,Ciclo Diesel,SUDESTE,MG,35.408
09/2016,Ciclo Diesel,CENTRO OESTE,MS,24.104
09/2016,Ciclo Diesel,CENTRO OESTE,MT,7.992
09/2016,Ciclo Diesel,SUL,PR,143.223
09/2016,Ciclo Diesel,SUL,PR,99.277
09/2016,Ciclo Diesel,SUDESTE,RJ,29293.872
09/2016,Ciclo Diesel,SUDESTE,RJ,6705.559
09/2016,Ciclo Diesel,SUL,RS,1.82
09/2016,Ciclo Diesel,SUDESTE,SP,2.48
09/2016,Ciclo Diesel,SUDESTE,SP,2177.884
09/2016,Ciclo Diesel,SUDESTE,SP,456.868
09/2016,Motores 2 tempos,NORDESTE,BA,0.22
09/2016,Motores 2 tempos,SUDESTE,MG,24.564
09/2016,Motores 2 tempos,SUL,PR,5.181
09/2016,Motores 2 tempos,SUDESTE,RJ,1321.729
09/2016,Motores 2 tempos,SUDESTE,RJ,294.568
09/2016,Motores 2 tempos,SUDESTE,SP,72.797
09/2016,Motores 2 tempos,SUDESTE,SP,0.12
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,40.756
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,165.265
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,3571.123
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,32.98
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,401.527
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,22788.014
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,3360.413
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,59.878
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,1.215
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,2472.063
09/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,180.747
09/2016,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,12.375
09/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,1365.444
09/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,58.909
09/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,20.588
09/2016,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,23.968
09/2016,Outros Óleos Lubrificantes Acabados,SUL,PR,205.583
09/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,7129.83
09/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,566.826
09/2016,Outros Óleos Lubrificantes Acabados,SUL,RS,21.025
09/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,166.513
09/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,11294.382
09/2016,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,40640.435
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,41.715
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,102.1
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,2.94
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MS,11.8
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,24.136
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,3172.045
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,569.064
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,8.155
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,1052.211
08/2016,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,126.206
08/2016,Isolante Tipo A,SUDESTE,MG,0.2
08/2016,Isolante Tipo A,SUDESTE,RJ,492.0
08/2016,Isolante Tipo A,SUDESTE,RJ,55.538
08/2016,Isolante Tipo A,SUDESTE,SP,89.095
08/2016,Isolante Tipo A,SUDESTE,SP,86.631
08/2016,Isolante Tipo B,SUDESTE,SP,93.467
08/2016,Isolante Tipo B,SUDESTE,SP,0.009
08/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,2492.009
08/2016,Óleos Lubrificantes Marítimos,SUDESTE,RJ,604.257
08/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,0.024
08/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,353.494
08/2016,Óleos Lubrificantes Marítimos,SUDESTE,SP,117.812
08/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,1510.83
08/2016,Óleos Lubrificantes Ferroviários,SUDESTE,RJ,169.005
08/2016,Ciclo Otto,NORTE,AM,64.454
08/2016,Ciclo Otto,NORDESTE,BA,281.215
08/2016,Ciclo Otto,SUDESTE,MG,4109.418
08/2016,Ciclo Otto,SUDESTE,MG,7.267
08/2016,Ciclo Otto,CENTRO OESTE,MS,82.198
08/2016,Ciclo Otto,CENTRO OESTE,MT,8.976
08/2016,Ciclo Otto,SUL,PR,638.423
08/2016,Ciclo Otto,SUL,PR,111.693
08/2016,Ciclo Otto,SUDESTE,RJ,29738.816
08/2016,Ciclo Otto,SUDESTE,RJ,8882.271
08/2016,Ciclo Otto,SUDESTE,SP,5.484
08/2016,Ciclo Otto,SUDESTE,SP,4119.891
08/2016,Ciclo Otto,SUDESTE,SP,175.442
08/2016,Ciclo Diesel,NORTE,AM,42.38
08/2016,Ciclo Diesel,NORDESTE,BA,85.009
08/2016,Ciclo Diesel,SUDESTE,MG,7388.866
08/2016,Ciclo Diesel,SUDESTE,MG,3.4
08/2016,Ciclo Diesel,CENTRO OESTE,MS,39.529
08/2016,Ciclo Diesel,CENTRO OESTE,MT,8.2
08/2016,Ciclo Diesel,SUL,PR,163.392
08/2016,Ciclo Diesel,SUDESTE,RJ,29065.454
08/2016,Ciclo Diesel,SUDESTE,RJ,5395.596
08/2016,Ciclo Diesel,SUDESTE,SP,0.024
08/2016,Ciclo Diesel,SUDESTE,SP,2126.646
08/2016,Ciclo Diesel,SUDESTE,SP,452.102
08/2016,Motores 2 tempos,NORDESTE,BA,0.095
08/2016,Motores 2 tempos,SUDESTE,MG,26.352
08/2016,Motores 2 tempos,SUDESTE,MG,4.32
08/2016,Motores 2 tempos,CENTRO OESTE,MS,1.008
08/2016,Motores 2 tempos,SUL,PR,12.011
08/2016,Motores 2 tempos,SUDESTE,RJ,999.637
08/2016,Motores 2 tempos,SUDESTE,RJ,70.539
08/2016,Motores 2 tempos,SUDESTE,SP,54.707
08/2016,Motores 2 tempos,SUDESTE,SP,0.108
08/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,5.808
08/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,139.802
08/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,8385.737
08/2016,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,58.981
